# BUSCO version is: 3.0.1 
# The lineage dataset is: dikarya_odb9 (Creation date: 2016-02-13, number of species: 75, number of BUSCOs: 1312)
# To reproduce this run: python /opt/asn/apps/anaconda_3-4.2.0_cent/bin/run_BUSCO.py -i /scratch/aubsys/DNAData//Fov891A.contigs.fasta -o Fov891A_BUSCO -l /scratch/aubsys/busco/dikarya_odb9/ -m genome -c 10 -sp fusarium_graminearum
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG09265DWT	Complete	tig00000154	1768136	1768590	167.5	94
EOG09265E6R	Complete	tig00007953	2784366	2784914	258.2	126
EOG09265E8A	Complete	tig00007946	3418622	3419132	126.2	98
EOG09265EKJ	Complete	tig00007953	1032149	1032697	87.1	69
EOG09265EOF	Complete	tig00007936	5198530	5199070	180.4	102
EOG09265ER6	Complete	tig00007953	2422156	2422627	143.7	81
EOG09265F2Y	Complete	tig00000154	3911985	3912446	110.1	90
EOG09265FCK	Complete	tig00000347	938047	938822	224.3	139
EOG09265FGA	Complete	tig00007939	4407879	4408502	195.6	130
EOG09265FI4	Complete	tig00007953	2164900	2165434	131.8	87
EOG09265FL1	Complete	tig00007936	2560726	2561257	152.2	85
EOG09265FTN	Complete	tig00000523	1672931	1673595	106.3	80
EOG09265FTY	Complete	tig00007936	3567294	3568056	169.6	111
EOG09265G5C	Complete	tig00007953	2421000	2421799	288.5	166
EOG09265G5K	Complete	tig00000523	1257038	1257797	149.4	117
EOG09265G9U	Complete	tig00000347	1481145	1481746	171.7	115
EOG09265GGX	Complete	tig00007946	2125676	2126283	98.4	83
EOG09265GSM	Complete	tig00000347	1509970	1510693	100.0	60
EOG09265GXF	Complete	tig00000154	3954346	3955702	216.6	203
EOG09265GYD	Complete	tig00007946	2829973	2830377	94.8	76
EOG09265GYK	Complete	tig00007946	3346157	3346886	207.0	108
EOG09265H9T	Complete	tig00007953	3717079	3717650	138.0	85
EOG09265HEP	Complete	tig00007956	3149306	3149800	110.0	103
EOG09265HP0	Complete	tig00000154	661171	661620	132.9	101
EOG09265HPJ	Complete	tig00000154	1526885	1527517	172.4	116
EOG09265I60	Complete	tig00007953	3057390	3058017	161.2	122
EOG09265I72	Complete	tig00007956	1465984	1466554	82.0	58
EOG09265I7S	Complete	tig00000523	1384095	1384487	107.3	72
EOG09265IBC	Complete	tig00000347	328277	328742	174.3	104
EOG09265IT6	Complete	tig00000154	2748216	2748774	146.5	89
EOG09265J36	Complete	tig00007939	2919585	2920317	105.2	73
EOG09265JA7	Complete	tig00000154	3018115	3018744	121.8	80
EOG09265JNA	Complete	tig00000154	1576976	1577504	68.1	83
EOG09265JVH	Complete	tig00007939	3510723	3511342	145.3	67
EOG09265JX6	Complete	tig00000347	1131894	1132624	215.1	104
EOG09265K1R	Complete	tig00000154	3543295	3544051	108.4	67
EOG09265K4K	Complete	tig00000347	1783385	1783777	86.3	59
EOG09265K5D	Missing
EOG09265K60	Missing
EOG09265KF9	Complete	tig00007956	2456508	2457468	102.5	68
EOG09265KNL	Complete	tig00007953	1312285	1312836	124.5	67
EOG09265KPR	Complete	tig00000154	4017573	4018135	122.0	73
EOG09265KQ4	Complete	tig00007936	3494699	3495337	122.7	105
EOG09265KSE	Complete	tig00007936	2692174	2692513	89.0	54
EOG09265L8N	Complete	tig00007946	1942517	1942901	124.8	80
EOG09265LEG	Complete	tig00007936	1062371	1063062	92.2	63
EOG09265LIB	Complete	tig00007936	5336870	5337576	123.8	110
EOG09265M8S	Complete	tig00007956	2838693	2839200	118.5	90
EOG09265M98	Complete	tig00000154	3795289	3796280	112.5	173
EOG09265MAN	Complete	tig00000523	1948592	1949450	141.0	90
EOG09265NHW	Complete	tig00000523	2075102	2075921	127.3	75
EOG09265OQH	Complete	tig00007939	4759982	4760392	122.6	66
EOG09265PJ3	Complete	tig00000154	1506518	1506833	96.4	62
EOG09265PQX	Complete	tig00000154	1261975	1262316	126.8	62
EOG09265PUI	Complete	tig00007956	3169250	3169572	110.0	61
EOG09265PWR	Missing
EOG09265QTV	Complete	tig00007936	2348548	2349166	90.8	70
EOG09265RGI	Complete	tig00007936	1692750	1702896	62.9	97
EOG09265RGS	Complete	tig00007956	3142632	3143201	107.5	101
EOG09265SHL	Complete	tig00007939	4371941	4372445	149.9	86
EOG09265SHM	Complete	tig00007953	3811668	3812180	113.9	101
